name,edition,stock,price
Turntimber Ascetic - foil,Zendikar Rising,4,4
Umara Mystic,Zendikar Rising,20,4
Umara Wizard // Umara Skyfalls,Zendikar Rising,20,4
Utility Knife - foil,Zendikar Rising,4,4
Vanquish the Weak,Zendikar Rising,20,4
Vastwood Fortification // Vastwood Thicket,Zendikar Rising,20,4
Veteran Adventurer - foil,Zendikar Rising,4,4
Vine Gecko - foil,Zendikar Rising,4,4
Windrider Wizard,Zendikar Rising,20,4
Zof Consumption // Zof Bloodbog - foil,Zendikar Rising,4,4
Zulaport Duelist,Zendikar Rising,20,4
Scourge of the Skyclaves (extended art) - foil,Zendikar Rising Extras,4,999
Lithoform Engine (extended art) - foil,Zendikar Rising Extras,4,625
Ancient Greenwarden (extended art) - foil,Zendikar Rising Extras,4,549
Scourge of the Skyclaves (extended art),Zendikar Rising Extras,4,499
"Turntimber Symbiosis // Turntimber, Serpentine Wood (extended art) - foil",Zendikar Rising Extras,4,499
Sea Gate Stormcaller (extended art) - foil,Zendikar Rising Extras,4,425
"Shatterskull Smashing // Shatterskull, the Hammer Pass (extended art) - foil",Zendikar Rising Extras,3,375
Skyclave Apparition (extended art),Zendikar Rising Extras,4,325
Leyline Tyrant (extended art) - foil,Zendikar Rising Extras,4,299
"Moraug, Fury of Akoum (showcase) - foil",Zendikar Rising Extras,3,299
Nissa of Shadowed Boughs (borderless) - foil,Zendikar Rising Extras,3,275
"Sea Gate Restoration // Sea Gate, Reborn (extended art)",Zendikar Rising Extras,4,249
Angel of Destiny (extended art) - foil,Zendikar Rising Extras,4,225
Branchloft Pathway // Boulderloft Pathway (borderless) - foil,Zendikar Rising Extras,2,199
"Agadeem´s Awakening // Agadeem, the Undercrypt (extended art) - foil",Zendikar Rising Extras,4,749
Skyclave Apparition (extended art) - foil,Zendikar Rising Extras,4,599
"Agadeem´s Awakening // Agadeem, the Undercrypt (extended art)",Zendikar Rising Extras,3,499
"Sea Gate Restoration // Sea Gate, Reborn (extended art) - foil",Zendikar Rising Extras,3,499
Forsaken Monument (extended art) - foil,Zendikar Rising Extras,3,449
"Ashaya, Soul of the Wild (extended art) - foil",Zendikar Rising Extras,4,375
Ancient Greenwarden (extended art),Zendikar Rising Extras,3,349
"Emeria´s Call // Emeria, Shattered Skyclave (extended art) - foil",Zendikar Rising Extras,4,299
Lithoform Engine (extended art),Zendikar Rising Extras,4,299
"Omnath, Locus of Creation (showcase)",Zendikar Rising Extras,6,299
"Turntimber Symbiosis // Turntimber, Serpentine Wood (extended art)",Zendikar Rising Extras,4,275
"Shatterskull Smashing // Shatterskull, the Hammer Pass (extended art)",Zendikar Rising Extras,3,249
"Ashaya, Soul of the Wild (extended art)",Zendikar Rising Extras,4,225
Brightclimb Pathway // Grimclimb Pathway (borderless) - foil,Zendikar Rising Extras,3,199
Forsaken Monument (extended art),Zendikar Rising Extras,4,199
"Jace, Mirror Mage (borderless) - foil",Zendikar Rising Extras,4,199
Nighthawk Scavenger (extended art) - foil,Zendikar Rising Extras,4,199
"Drana, the Last Bloodchief (extended art) - foil",Zendikar Rising Extras,4,175
Valakut Awakening // Valakut Stoneforge (extended art) - foil,Zendikar Rising Extras,4,175
"Emeria´s Call // Emeria, Shattered Skyclave (extended art)",Zendikar Rising Extras,4,149
Leyline Tyrant (extended art),Zendikar Rising Extras,4,149
Clearwater Pathway // Murkwater Pathway (borderless),Zendikar Rising Extras,4,139
"Moraug, Fury of Akoum (showcase)",Zendikar Rising Extras,4,125
Skyclave Relic (extended art) - foil,Zendikar Rising Extras,4,125
Nighthawk Scavenger (extended art),Zendikar Rising Extras,4,109
"Anowon, the Ruin Thief (extended art)",Zendikar Rising Extras,4,99
"Drana, the Last Bloodchief (extended art)",Zendikar Rising Extras,4,99
Maddening Cacophony (extended art) - foil,Zendikar Rising Extras,4,99
"Tazri, Beacon of Unity (extended art) - foil",Zendikar Rising Extras,4,99
Needleverge Pathway // Pillarverge Pathway (borderless) - foil,Zendikar Rising Extras,4,199
Thieving Skydiver (extended art) - foil,Zendikar Rising Extras,4,199
Sea Gate Stormcaller (extended art),Zendikar Rising Extras,4,175
"Anowon, the Ruin Thief (extended art) - foil",Zendikar Rising Extras,4,149
Glasspool Mimic // Glasspool Shore (extended art) - foil,Zendikar Rising Extras,4,149
Archon of Emeria (extended art) - foil,Zendikar Rising Extras,4,139
Magmatic Channeler (extended art) - foil,Zendikar Rising Extras,4,139
"Obuun, Mul Daya Ancestor (extended art) - foil",Zendikar Rising Extras,4,125
Angel of Destiny (extended art),Zendikar Rising Extras,3,109
Riverglide Pathway // Lavaglide Pathway (borderless),Zendikar Rising Extras,4,109
Cragcrown Pathway // Timbercrown Pathway (borderless),Zendikar Rising Extras,4,99
Lotus Cobra (showcase),Zendikar Rising Extras,8,99
Nissa of Shadowed Boughs (borderless),Zendikar Rising Extras,6,99
Branchloft Pathway // Boulderloft Pathway (borderless),Zendikar Rising Extras,6,89
Glasspool Mimic // Glasspool Shore (extended art),Zendikar Rising Extras,4,89
Needleverge Pathway // Pillarverge Pathway (borderless),Zendikar Rising Extras,4,89
Maul of the Skyclaves (extended art) - foil,Zendikar Rising Extras,4,75
Scute Swarm (showcase) - foil,Zendikar Rising Extras,4,75
Valakut Awakening // Valakut Stoneforge (extended art),Zendikar Rising Extras,4,75
Felidar Retreat (showcase) - foil,Zendikar Rising Extras,4,69
Hagra Mauling // Hagra Broodpit (extended art) - foil,Zendikar Rising Extras,4,65
Skyclave Relic (extended art),Zendikar Rising Extras,4,65
"Jace, Mirror Mage (borderless)",Zendikar Rising Extras,8,59
"Nahiri, Heir of the Ancients (borderless)",Zendikar Rising Extras,4,59
Felidar Retreat (showcase),Zendikar Rising Extras,4,49
Luminarch Aspirant (extended art) - foil,Zendikar Rising Extras,4,49
Ondu Inversion // Ondu Skyruins (extended art) - foil,Zendikar Rising Extras,4,49
Archon of Emeria (extended art),Zendikar Rising Extras,4,39
Inscription of Abundance (extended art) - foil,Zendikar Rising Extras,4,39
Confounding Conundrum (extended art) - foil,Zendikar Rising Extras,4,75
"Obuun, Mul Daya Ancestor (extended art)",Zendikar Rising Extras,4,75
Thieving Skydiver (extended art),Zendikar Rising Extras,4,75
"Yasharn, Implacable Earth (extended art) - foil",Zendikar Rising Extras,4,75
Crawling Barrens (extended art) - foil,Zendikar Rising Extras,4,65
Nullpriest of Oblivion (extended art) - foil,Zendikar Rising Extras,4,65
"Zareth San, the Trickster (extended art) - foil",Zendikar Rising Extras,4,65
Magmatic Channeler (extended art),Zendikar Rising Extras,4,59
"Akiri, Fearless Voyager (extended art) - foil",Zendikar Rising Extras,4,49
"Linvala, Shield of Sea Gate (extended art) - foil",Zendikar Rising Extras,4,49
Maddening Cacophony (extended art),Zendikar Rising Extras,4,49
Scute Swarm (showcase),Zendikar Rising Extras,4,49
Hagra Mauling // Hagra Broodpit (extended art),Zendikar Rising Extras,4,39
"Kaza, Roil Chaser (extended art) - foil",Zendikar Rising Extras,4,39
Legion Angel (extended art) - foil,Zendikar Rising Extras,4,39
Maul of the Skyclaves (extended art),Zendikar Rising Extras,4,39
Soul Shatter (extended art) - foil,Zendikar Rising Extras,4,39
"Zagras, Thief of Heartbeats (extended art) - foil",Zendikar Rising Extras,4,39
Luminarch Aspirant (extended art),Zendikar Rising Extras,4,29
Ruin Crab (showcase),Zendikar Rising Extras,12,29
Confounding Conundrum (extended art),Zendikar Rising Extras,4,25
"Grakmaw, Skyclave Ravager (extended art) - foil",Zendikar Rising Extras,4,25
"Linvala, Shield of Sea Gate (extended art)",Zendikar Rising Extras,4,25
Nahiri´s Lithoforming (extended art) - foil,Zendikar Rising Extras,4,25
"Phylath, World Sculptor (showcase) - foil",Zendikar Rising Extras,4,25
Roiling Vortex (extended art),Zendikar Rising Extras,4,25
Swarm Shambler (extended art) - foil,Zendikar Rising Extras,4,25
"Verazol, the Split Current (extended art) - foil",Zendikar Rising Extras,4,25
"Akiri, Fearless Voyager (extended art)",Zendikar Rising Extras,4,19
Roiling Vortex (extended art) - foil,Zendikar Rising Extras,4,39
"Taborax, Hope´s Demise (extended art) - foil",Zendikar Rising Extras,4,39
"Zareth San, the Trickster (extended art)",Zendikar Rising Extras,4,39
Nullpriest of Oblivion (extended art),Zendikar Rising Extras,4,29
"Charix, the Raging Isle (extended art) - foil",Zendikar Rising Extras,4,25
Crawling Barrens (extended art),Zendikar Rising Extras,4,25
Inscription of Abundance (extended art),Zendikar Rising Extras,4,25
Myriad Construct (extended art) - foil,Zendikar Rising Extras,4,25
Ondu Inversion // Ondu Skyruins (extended art),Zendikar Rising Extras,4,25
Relic Robber (extended art) - foil,Zendikar Rising Extras,4,25
Skyclave Shade (showcase) - foil,Zendikar Rising Extras,4,25
"Tazri, Beacon of Unity (extended art)",Zendikar Rising Extras,4,25
"Yasharn, Implacable Earth (extended art)",Zendikar Rising Extras,4,25
Archpriest of Iona (extended art) - foil,Zendikar Rising Extras,4,19
Coveted Prize (extended art) - foil,Zendikar Rising Extras,4,19
Inscription of Ruin (extended art) - foil,Zendikar Rising Extras,4,19
"Kaza, Roil Chaser (extended art)",Zendikar Rising Extras,4,19
"Orah, Skyclave Hierophant (extended art) - foil",Zendikar Rising Extras,4,19
Shadows´ Verdict (extended art) - foil,Zendikar Rising Extras,4,19
"Taborax, Hope´s Demise (extended art)",Zendikar Rising Extras,4,19
Wayward Guide-Beast (extended art) - foil,Zendikar Rising Extras,4,19
Brushfire Elemental (showcase) - foil,Zendikar Rising Extras,4,15
Cragplate Baloth (extended art) - foil,Zendikar Rising Extras,4,12
Inscription of Insight (extended art) - foil,Zendikar Rising Extras,4,12
Kargan Intimidator (extended art),Zendikar Rising Extras,4,12
Master of Winds (extended art) - foil,Zendikar Rising Extras,4,12
Nimble Trapfinder (extended art) - foil,Zendikar Rising Extras,4,12
Relic Robber (extended art),Zendikar Rising Extras,4,12
Skyclave Pick-Axe (showcase) - foil,Zendikar Rising Extras,4,12
Kargan Intimidator (extended art) - foil,Zendikar Rising Extras,4,19
Legion Angel (extended art),Zendikar Rising Extras,4,19
Oran-Rief Ooze (extended art) - foil,Zendikar Rising Extras,4,19
Swarm Shambler (extended art),Zendikar Rising Extras,4,19
Tajuru Paragon (extended art) - foil,Zendikar Rising Extras,4,19
"Zagras, Thief of Heartbeats (extended art)",Zendikar Rising Extras,4,19
Coralhelm Chronicler (extended art) - foil,Zendikar Rising Extras,4,12
"Grakmaw, Skyclave Ravager (extended art)",Zendikar Rising Extras,4,12
Inscription of Ruin (extended art),Zendikar Rising Extras,4,12
Kazandu Mammoth // Kazandu Valley (showcase),Zendikar Rising Extras,4,12
Nahiri´s Lithoforming (extended art),Zendikar Rising Extras,4,12
"Orah, Skyclave Hierophant (extended art)",Zendikar Rising Extras,4,12
Shatterskull Charger (extended art) - foil,Zendikar Rising Extras,4,12
Soul Shatter (extended art),Zendikar Rising Extras,4,12
Throne of Makindi (extended art) - foil,Zendikar Rising Extras,4,12
Valakut Exploration (showcase),Zendikar Rising Extras,4,12
Coveted Prize (extended art),Zendikar Rising Extras,4,9
"Phylath, World Sculptor (showcase)",Zendikar Rising Extras,6,9
Wayward Guide-Beast (extended art),Zendikar Rising Extras,4,9
Canyon Jerboa (showcase) - foil,Zendikar Rising Extras,4,7
Cragplate Baloth (extended art),Zendikar Rising Extras,4,7
Forest - foil,Zendikar Rising Extras,2,7
Island - foil,Zendikar Rising Extras,2,7
Mountain - foil,Zendikar Rising Extras,2,7
Nimble Trapfinder (extended art),Zendikar Rising Extras,4,7
Shadows´ Verdict (extended art),Zendikar Rising Extras,4,7
Skyclave Geopede (showcase) - foil,Zendikar Rising Extras,4,7
Squad Commander (extended art),Zendikar Rising Extras,4,7
Throne of Makindi (extended art),Zendikar Rising Extras,4,7
Archpriest of Iona (extended art),Zendikar Rising Extras,4,9
Oran-Rief Ooze (extended art),Zendikar Rising Extras,4,9
Tajuru Paragon (extended art),Zendikar Rising Extras,4,9
Akoum Hellhound (showcase) - foil,Zendikar Rising Extras,4,7
Coralhelm Chronicler (extended art),Zendikar Rising Extras,4,7
Fearless Fledgling (showcase) - foil,Zendikar Rising Extras,4,7
Inscription of Insight (extended art),Zendikar Rising Extras,4,7
Master of Winds (extended art),Zendikar Rising Extras,4,7
Myriad Construct (extended art),Zendikar Rising Extras,4,7
Plains - foil,Zendikar Rising Extras,2,7
Shatterskull Charger (extended art),Zendikar Rising Extras,4,7
Skyclave Shade (showcase),Zendikar Rising Extras,12,7
Swamp - foil,Zendikar Rising Extras,2,7
"Verazol, the Split Current (extended art)",Zendikar Rising Extras,4,7
Island,Zendikar Rising Extras,0,5
Mountain,Zendikar Rising Extras,0,5
Swamp,Zendikar Rising Extras,0,5
Brushfire Elemental (showcase),Zendikar Rising Extras,20,4
Canopy Baloth (showcase),Zendikar Rising Extras,20,4
Dreadwurm (showcase),Zendikar Rising Extras,20,4
Fearless Fledgling (showcase),Zendikar Rising Extras,16,4
Kazandu Nectarpot (showcase) - foil,Zendikar Rising Extras,4,4
Makindi Ox (showcase),Zendikar Rising Extras,20,4
Prowling Felidar (showcase),Zendikar Rising Extras,20,4
Skyclave Pick-Axe (showcase),Zendikar Rising Extras,16,4
Skyclave Squid (showcase),Zendikar Rising Extras,20,4
Spitfire Lagac (showcase) - foil,Zendikar Rising Extras,4,4
Plains,Zendikar Rising Extras,0,5
Akoum Hellhound (showcase),Zendikar Rising Extras,20,4
Canopy Baloth (showcase) - foil,Zendikar Rising Extras,4,4
Canyon Jerboa (showcase),Zendikar Rising Extras,16,4
Dreadwurm (showcase) - foil,Zendikar Rising Extras,4,4
Kazandu Nectarpot (showcase),Zendikar Rising Extras,20,4
Makindi Ox (showcase) - foil,Zendikar Rising Extras,4,4
Prowling Felidar (showcase) - foil,Zendikar Rising Extras,4,4
Skyclave Geopede (showcase),Zendikar Rising Extras,20,4
Skyclave Squid (showcase) - foil,Zendikar Rising Extras,4,4
Spitfire Lagac (showcase),Zendikar Rising Extras,20,4
Territorial Scythecat (showcase) - foil,Zendikar Rising Extras,4,4
"Ugin, the Spirit Dragon - foil",Core Set 2021,4,799
Elder Gargaroth - foil,Core Set 2021,2,625
"Teferi, Master of Time - foil",Core Set 2021,4,499
Grim Tutor - foil,Core Set 2021,1,299
Grim Tutor,Core Set 2021,6,249
Chromatic Orrery,Core Set 2021,1,199
"Azusa, Lost but Seeking",Core Set 2021,0,149
"Liliana, Waker of the Dead - foil",Core Set 2021,2,149
Fabled Passage,Core Set 2021,1,139
"Fiery Emancipation (Black Friday, původní cena	175	Kč) - japanese",Core Set 2021,1,129
Massacre Wurm - foil,Core Set 2021,4,129
Baneslayer Angel - foil,Core Set 2021,1,99
"Heroic Intervention (Black Friday, původní cena	125	Kč) - japanese",Core Set 2021,1,99
Massacre Wurm,Core Set 2021,4,99
"Ugin, the Spirit Dragon",Core Set 2021,4,749
Elder Gargaroth,Core Set 2021,0,549
"Teferi, Master of Time",Core Set 2021,8,349
Terror of the Peaks,Core Set 2021,6,299
Fiery Emancipation,Core Set 2021,0,225
Heroic Intervention - foil,Core Set 2021,4,175
Heroic Intervention,Core Set 2021,4,149
"Mangara, the Diplomat",Core Set 2021,0,149
"Liliana, Waker of the Dead",Core Set 2021,6,139
"Heroic Intervention (Black Friday, původní cena	175	Kč) - foil / japanese",Core Set 2021,3,129
"Mangara, the Diplomat (Black Friday, původní cena	159	Kč) - foil / japanese",Core Set 2021,2,119
"Garruk, Unleashed - foil",Core Set 2021,4,99
"Mangara, the Diplomat (Black Friday, původní cena	125	Kč) - japanese",Core Set 2021,3,99
Stormwing Entity - foil,Core Set 2021,4,99
"Vito, Thorn of the Dusk Rose - foil",Core Set 2021,3,99
"Vito, Thorn of the Dusk Rose",Core Set 2021,6,89
Basri Ket - foil,Core Set 2021,3,75
Mazemind Tome,Core Set 2021,0,75
Mazemind Tome - foil,Core Set 2021,1,65
Stormwing Entity,Core Set 2021,6,65
Eliminate - foil,Core Set 2021,3,59
"Chandra, Heart of Fire - foil",Core Set 2021,4,49
Discontinuity,Core Set 2021,12,49
Solemn Simulacrum,Core Set 2021,8,49
"Chandra, Heart of Fire",Core Set 2021,12,39
Frantic Inventory - foil,Core Set 2021,3,39
Chandra´s Incinerator - foil,Core Set 2021,4,29
Cultivate - foil,Core Set 2021,4,29
Tormod´s Crypt - foil,Core Set 2021,4,29
Baneslayer Angel,Core Set 2021,6,75
"Garruk, Unleashed",Core Set 2021,12,75
Discontinuity - foil,Core Set 2021,4,65
Miscast - foil,Core Set 2021,2,65
Sublime Epiphany - foil,Core Set 2021,3,65
Basri Ket,Core Set 2021,12,49
Conspicuous Snoop - foil,Core Set 2021,4,49
Scavenging Ooze,Core Set 2021,2,49
Sublime Epiphany,Core Set 2021,2,49
Conspicuous Snoop,Core Set 2021,4,39
"Jolrael, Mwonvuli Recluse - foil",Core Set 2021,4,39
Containment Priest - foil,Core Set 2021,4,29
"Radha, Heart of Keld",Core Set 2021,0,29
Archfiend´s Vessel - foil,Core Set 2021,2,25
Garruk´s Uprising - foil,Core Set 2021,1,25
Speaker of the Heavens,Core Set 2021,4,25
Teferi´s Tutelage - foil,Core Set 2021,4,25
Temple of Epiphany,Core Set 2021,0,25
Temple of Silence,Core Set 2021,0,25
Temple of Triumph - foil,Core Set 2021,4,25
Basri´s Lieutenant - foil,Core Set 2021,3,19
Chandra´s Incinerator,Core Set 2021,8,19
Garruk´s Harbinger - foil,Core Set 2021,4,19
"Jolrael, Mwonvuli Recluse",Core Set 2021,8,19
Lofty Denial - foil,Core Set 2021,3,19
Sanctum of Stone Fangs - foil,Core Set 2021,2,19
See the Truth - foil,Core Set 2021,2,19
Temple of Mystery - foil,Core Set 2021,4,19
Temple of Malady,Core Set 2021,4,15
Teferi´s Ageless Insight,Core Set 2021,6,25
Temple of Epiphany - foil,Core Set 2021,3,25
Temple of Malady - foil,Core Set 2021,4,25
Temple of Silence - foil,Core Set 2021,2,25
Angelic Ascension - foil,Core Set 2021,4,19
Brash Taunter,Core Set 2021,1,19
Containment Priest,Core Set 2021,12,19
Ghostly Pilferer,Core Set 2021,0,19
Llanowar Visionary - foil,Core Set 2021,3,19
Sanctum of Fruitful Harvest - foil,Core Set 2021,3,19
Sanctum of Tranquil Light - foil,Core Set 2021,4,19
Sparkhunter Masticore - foil,Core Set 2021,4,19
Garruk´s Uprising,Core Set 2021,6,15
Temple of Mystery,Core Set 2021,1,15
Animal Sanctuary,Core Set 2021,0,12
Archfiend´s Vessel,Core Set 2021,0,12
Basri´s Lieutenant,Core Set 2021,8,12
Double Vision - foil,Core Set 2021,2,12
Feline Sovereign,Core Set 2021,12,12
Fungal Rebirth - foil,Core Set 2021,4,12
Garruk´s Harbinger,Core Set 2021,8,12
Grasp of Darkness - foil,Core Set 2021,4,12
Hooded Blightfang,Core Set 2021,4,12
Indulging Patrician,Core Set 2021,0,12
Kitesail Freebooter - foil,Core Set 2021,1,12
Necromentia - foil,Core Set 2021,4,12
Obsessive Stitcher - foil,Core Set 2021,4,12
Pack Leader - foil,Core Set 2021,1,12
Pridemalkin - foil,Core Set 2021,3,12
"Barrin, Tolarian Archmage",Core Set 2021,6,12
Cultivate,Core Set 2021,12,12
Eliminate,Core Set 2021,20,12
Fierce Empath - foil,Core Set 2021,4,12
"Gadrak, the Crown-Scourge",Core Set 2021,12,12
Glorious Anthem - foil,Core Set 2021,4,12
Griffin Aerie - foil,Core Set 2021,2,12
Idol of Endurance - foil,Core Set 2021,4,12
"Kaervek, the Spiteful - foil",Core Set 2021,4,12
Liliana´s Standard Bearer,Core Set 2021,12,12
Nine Lives - foil,Core Set 2021,4,12
Opt - foil,Core Set 2021,1,12
Peer into the Abyss,Core Set 2021,0,12
Primal Might,Core Set 2021,1,12
Rewind - foil,Core Set 2021,3,12
Runed Halo - foil,Core Set 2021,3,12
Sanctum of All,Core Set 2021,1,12
Sanctum of Calm Waters - foil,Core Set 2021,3,12
See the Truth,Core Set 2021,4,12
Soul Sear - foil,Core Set 2021,4,12
Sporeweb Weaver - foil,Core Set 2021,4,12
Tormod´s Crypt,Core Set 2021,20,12
Unleash Fury - foil,Core Set 2021,1,12
Vryn Wingmare - foil,Core Set 2021,4,12
Double Vision,Core Set 2021,12,9
Miscast,Core Set 2021,6,9
Shock - foil,Core Set 2021,4,9
Tolarian Kraken - foil,Core Set 2021,4,9
Watcher of the Spheres,Core Set 2021,0,9
Runed Halo,Core Set 2021,12,12
Sanctum of All - foil,Core Set 2021,1,12
Sanctum of Shattered Heights - foil,Core Set 2021,4,12
Shacklegeist - foil,Core Set 2021,4,12
Sparkhunter Masticore,Core Set 2021,8,12
"Subira, Tulzidi Caravanner - foil",Core Set 2021,4,12
Transmogrify - foil,Core Set 2021,1,12
Unsubstantiate - foil,Core Set 2021,4,12
Alpine Houndmaster - foil,Core Set 2021,4,9
Invigorating Surge - foil,Core Set 2021,4,9
Seasoned Hallowblade - foil,Core Set 2021,4,9
Teferi´s Tutelage,Core Set 2021,20,9
Waker of Waves - foil,Core Set 2021,4,9
Alpine Watchdog - foil,Core Set 2021,4,7
Chandra´s Pyreling - foil,Core Set 2021,4,7
